doc_id,start_pos,end_pos,surface,gt_id,type,identifier,title,answer,score
NZZ-1798-01-20-a-p0002,318,330,Frank reichs,Q142,LOC,Q43482,Franken,"{ ""wikipedia_page"": ""Franken"", ""wikidata_id"": ""Q43482"" }",16.65113067626953
NZZ-1798-01-20-a-p0002,925,936,Gen. Duphot,Q977001,PER,Q19043775,Henri Duphot,"{ ""wikipedia_page"": ""Henri Duphot"", ""wikidata_id"": ""Q19043775"" }",16.725053787231445
NZZ-1798-01-20-a-p0002,1815,1826,Gen. Duphot,Q977001,PER,Q19043775,Henri Duphot,"{ ""wikipedia_page"": ""Henri Duphot"", ""wikidata_id"": ""Q19043775"" }",7.360331058502197
NZZ-1808-04-29-a-p0002,468,490,danischen Blatte Dagen,Q1768412,PROD,Q35,Dänemark,"{ ""wikipedia_page"": ""Dänemark"", ""wikidata_id"": ""Q35"" }",12.746357917785645
NZZ-1808-04-29-a-p0002,774,781,Rußland,Q159,LOC,Q34266,Russisches Kaiserreich,"{ ""wikipedia_page"": ""Russisches Kaiserreich"", ""wikidata_id"": ""Q34266"" }",19.418861389160156
NZZ-1808-04-29-a-p0002,790,808,General Hutchinson,Q321765,PER,Q1892842,Thomas Hutchinson,"{ ""wikipedia_page"": ""Thomas Hutchinson"", ""wikidata_id"": ""Q1892842"" }",16.24713706970215
NZZ-1808-04-29-a-p0002,883,901,General Hutchinson,Q321765,PER,Q1892842,Thomas Hutchinson,"{ ""wikipedia_page"": ""Thomas Hutchinson"", ""wikidata_id"": ""Q1892842"" }",15.210113525390625
NZZ-1808-04-29-a-p0002,1440,1451,Bartenstein,Q809585,LOC,Q1010904,Burg Bartenstein,"{ ""wikipedia_page"": ""Burg Bartenstein"", ""wikidata_id"": ""Q1010904"" }",10.023670196533203
NZZ-1808-04-29-a-p0002,1562,1570,Dänemark,Q35,LOC,NIL,Dänemark,"{ ""wikipedia_page"": ""Kronprinz"", ""wikidata_id"": ""NIL"" }",19.427690505981445
NZZ-1808-04-29-a-p0002,1942,1952,Lord Gower,Q334145,PER,Q1242682,Lord Ronald Gower,"{ ""wikipedia_page"": ""Lord Gower"", ""wikidata_id"": ""Q1242682"" }",16.18114471435547
NZZ-1808-04-29-a-p0002,2847,2854,Rußland,Q159,LOC,Q34266,Russisches Kaiserreich,"{ ""wikipedia_page"": ""Russisches Kaiserreich"", ""wikidata_id"": ""Q34266"" }",19.86345672607422
NZZ-1808-04-29-a-p0002,3875,3904,neuesten Berlinischen Zeitung,Q675003,PROD,Q2309057,Berlinische Nachrichten von Staats- und gelehrten Sachen,"{ ""wikipedia_page"": ""Berlinische Nachrichten von Staats- und gelehrten Sachen"", ""wikidata_id"": ""Q2309057"" }",15.134936332702637
NZZ-1808-04-29-a-p0002,3926,3941,H. von Rotzebue,NIL,PER,Q57242,August von Kotzebue,"{ ""wikipedia_page"": ""August von Kotzebue"", ""wikidata_id"": ""Q57242"" }",20.341327667236328
NZZ-1808-04-29-a-p0002,4244,4256,Peters¬ burg,Q656,LOC,Q511964,Petersburg,"{ ""wikipedia_page"": ""Petersburg"", ""wikidata_id"": ""Q511964"" }",11.542120933532715
NZZ-1808-04-29-a-p0002,4308,4325,General Burhöyden,NIL,PER,Q2958035,,"{ ""wikipedia_page"": ""General Burhöyden"", ""wikidata_id"": ""Q2958035"" }",15.56641960144043
NZZ-1818-01-09-a-p0001,404,426,würdige De¬ kan Kaiser,NIL,PER,Q76736,Karl VII.,"{ ""wikipedia_page"": ""Karl VII."", ""wikidata_id"": ""Q76736"" }",6.916666507720947
NZZ-1818-01-09-a-p0001,430,437,Ansbach,Q14859,LOC,Q42199,Fürstentum Ansbach,"{ ""wikipedia_page"": ""Fürstentum Ansbach"", ""wikidata_id"": ""Q42199"" }",18.790943145751953
NZZ-1818-01-09-a-p0001,574,602,"M. Mles, Pfarrer zu Deyzisau",NIL,PER,Q6851589,Miles de Marseille,"{ ""wikipedia_page"": ""Miles de Marseille"", ""wikidata_id"": ""Q6851589"" }",15.986749649047852
NZZ-1818-01-09-a-p0001,694,703,Steinkopf,NIL,PROD,Q65588474,Johann Friedrich Steinkopf,"{ ""wikipedia_page"": ""Johann Friedrich Steinkopf"", ""wikidata_id"": ""Q65588474"" }",15.111607551574707
NZZ-1818-01-09-a-p0001,934,957,protestantischen Kirche,Q2113518,ORG,Q23540,Protestantismus,"{ ""wikipedia_page"": ""Protestantismus"", ""wikidata_id"": ""Q23540"" }",18.50625991821289
NZZ-1818-01-09-a-p0001,1327,1333,Berlin,Q64,LOC,NIL,Berlin,"{ ""wikipedia_page"": ""Realschul¬ Buchhandlung"", ""wikidata_id"": ""NIL"" }",21.80677032470703
NZZ-1818-01-09-a-p0001,1335,1358,Realschul¬ Buchhandlung,Q2516675,ORG,NIL,Realschul¬ Buchhandlung,"{ ""wikipedia_page"": ""Realschul¬ Buchhandlung"", ""wikidata_id"": ""NIL"" }",20.121131896972656
NZZ-1818-01-09-a-p0001,1501,1553,gelehrte und freymü¬ thige Oberhofprediger Dr. Ammon,Q213786,PER,Q98863,Friedrich von Ammon,"{ ""wikipedia_page"": ""Friedrich von Ammon"", ""wikidata_id"": ""Q98863"" }",13.941807746887207
NZZ-1818-01-09-a-p0001,2054,2106,"ehrwürdige Antistes der Zürcheri¬ schen Kirche, Heß,",Q121947,PER,Q1511765,Gerhard Hess,"{ ""wikipedia_page"": ""Gerhard Hess"", ""wikidata_id"": ""Q1511765"" }",15.261944770812988
NZZ-1818-01-09-a-p0001,2224,2229,Orell,NIL,ORG,Q1511140,Orell Füssli,"{ ""wikipedia_page"": ""Orell Füssli"", ""wikidata_id"": ""Q1511140"" }",18.607831954956055
NZZ-1818-01-09-a-p0001,2905,2913,Europens,Q46,LOC,Q394067,Europäer,"{ ""wikipedia_page"": ""Europäer"", ""wikidata_id"": ""Q394067"" }",15.800836563110352
NZZ-1828-05-21-a-p0001,0,32,Schweizerische Eidgenossenschaft,Q39,LOC,Q435583,Alte Eidgenossenschaft,"{ ""wikipedia_page"": ""Schweizerische Eidgenossenschaft"", ""wikidata_id"": ""Q435583"" }",26.881654739379883
NZZ-1828-05-21-a-p0001,38,67,große Rath des Standes Luzern,Q27897675,ORG,Q2732017,Kantonsrat Luzern,"{ ""wikipedia_page"": ""Grosser Rat des Standes Luzern"", ""wikidata_id"": ""Q2732017"" }",20.95697784423828
